ip_dst,ip_len,ip_proto,ip_src,ip_time,ip_ttl,tcp_dport,tcp_flag,tcp_sport
192.168.2.203,52,6,192.168.2.100,1524372649.571944,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.572415,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.572922,64,23,A,51192
192.168.2.100,80,6,192.168.2.203,1524372649.576054,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.576722,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.577191,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.577734,64,23,A,51192
192.168.2.100,84,6,192.168.2.203,1524372649.578166,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.578677,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.579148,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.579657,64,23,A,51192
192.168.2.100,81,6,192.168.2.203,1524372649.580105,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.580643,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.58105,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.581637,64,23,A,51192
192.168.2.100,82,6,192.168.2.203,1524372649.5821,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.582613,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.582993,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.583623,64,23,A,51192
192.168.2.100,131,6,192.168.2.203,1524372649.584062,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.584597,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.584966,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.585634,64,23,A,51192
192.168.2.100,85,6,192.168.2.203,1524372649.586148,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.586709,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.587176,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.58779,64,23,A,51192
192.168.2.100,81,6,192.168.2.203,1524372649.588279,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.588939,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.58936,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.589984,64,23,A,51192
192.168.2.100,96,6,192.168.2.203,1524372649.59034,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.590812,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.591272,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.591803,64,23,A,51192
192.168.2.100,82,6,192.168.2.203,1524372649.592296,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.592787,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.593192,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.593755,64,23,A,51192
192.168.2.100,76,6,192.168.2.203,1524372649.594243,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.594813,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.595229,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.595735,64,23,A,51192
192.168.2.100,83,6,192.168.2.203,1524372649.596265,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.596781,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.597255,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.59777,64,23,A,51192
192.168.2.100,99,6,192.168.2.203,1524372649.598177,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.598729,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.599135,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.599818,64,23,A,51192
192.168.2.100,89,6,192.168.2.203,1524372649.600247,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.600825,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.601302,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.601823,64,23,A,51192
192.168.2.100,89,6,192.168.2.203,1524372649.602234,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.602739,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.603265,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.603872,64,23,A,51192
192.168.2.100,89,6,192.168.2.203,1524372649.604225,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.604855,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.605217,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.605792,64,23,A,51192
192.168.2.100,89,6,192.168.2.203,1524372649.606238,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.606701,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.607166,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.607674,64,23,A,51192
192.168.2.100,89,6,192.168.2.203,1524372649.608043,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.608557,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.609046,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.609762,64,23,A,51192
192.168.2.100,81,6,192.168.2.203,1524372649.610764,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.611288,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.611812,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.612345,64,23,A,51192
192.168.2.100,81,6,192.168.2.203,1524372649.612758,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.613295,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.613798,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.614536,64,23,A,51192
192.168.2.100,81,6,192.168.2.203,1524372649.614936,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.615563,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.615982,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.616408,64,23,A,51192
192.168.2.100,81,6,192.168.2.203,1524372649.61776,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.618953,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.619579,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.635463,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.635863,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.636236,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.636501,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.636991,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.637309,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.637798,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.638079,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.639163,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.639983,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.640376,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.640642,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.641387,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.642134,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.643466,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.643814,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.644144,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.644515,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.645737,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.646021,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.646389,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.64665,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.649304,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.681176,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.681652,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.682485,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.683215,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.684111,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.684665,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.685227,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.685713,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.6864,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.686761,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.68745,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.687782,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.688477,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.688978,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.689375,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.689732,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.69058,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.691057,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.691474,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.69225,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.692674,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.693533,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.694122,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.694592,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.694966,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.695271,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.695576,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.696269,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.696719,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.697196,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.697556,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.697955,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.698538,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.6993,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.699736,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.703617,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.705151,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.705782,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.706564,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.707285,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.707651,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.708293,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.70869,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.7095,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.709801,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.710504,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.710784,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.711939,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.712685,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.713539,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.714809,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.716091,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.718715,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.719788,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.720708,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.721624,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.755514,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.756235,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.756589,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.757288,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.757693,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.758368,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.759204,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.759745,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.76231,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.762761,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.763374,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.764087,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.769363,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.77161,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.775574,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.776215,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.7765,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.77715,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.777465,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.778212,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.778506,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.779292,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.779627,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.780217,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.780778,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.781426,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.781776,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.782489,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.78281,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.796752,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.798415,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.799298,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.799625,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.801405,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.802035,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.802406,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.802837,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.803499,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.805656,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.80652,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.807767,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.81324,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.813749,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.815462,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.816212,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.816566,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.821253,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.822378,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.822825,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.823297,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.823573,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.823942,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.824504,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.825472,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.825828,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.826192,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.826469,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.828461,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.829773,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.830148,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.830559,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.831329,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.831638,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.832283,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.832574,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.832931,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.833339,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.833945,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.834424,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.834793,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.83543,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.836083,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.836807,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.837225,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.837518,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.838172,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.83851,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.838864,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.839134,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.839493,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.839795,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.840302,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.840583,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.841028,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.841352,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.841652,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.841985,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.842348,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.842609,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.842965,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.843254,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.843569,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.844131,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.845388,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.845817,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.846132,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.846439,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.846776,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.847313,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.847645,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.847949,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.848409,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.848678,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.849561,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.850212,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.851929,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.852293,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.852625,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.853426,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.854281,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.85513,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.855588,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.855905,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.856209,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.856517,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.857307,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.857641,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.858027,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.858416,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.859395,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.859806,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.860128,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.860515,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.860865,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.861131,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.861489,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.861822,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.862218,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.862526,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.862975,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.863426,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.863729,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.865242,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.865641,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.865983,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.866336,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.868499,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.869079,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.86982,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.87039,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.870769,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.871197,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.87162,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.872052,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.872369,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.872694,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.873006,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.873379,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.873655,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.874012,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.874346,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.874721,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.875038,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.875474,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.875868,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.876183,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.876484,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.876822,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.877093,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.877473,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.877736,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.878089,64,23,A,51192
192.168.2.100,94,6,192.168.2.203,1524372649.87841,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.878718,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.879022,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.879371,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.879635,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.879983,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.880242,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.880593,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.88089,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.881434,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.881707,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.882062,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.882361,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.882675,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.882975,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.883934,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.884273,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.885224,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.885591,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.885949,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.886211,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.886661,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.886966,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.887276,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.887759,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.888189,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.888602,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.889106,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.889456,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.889763,64,23,A,51192
192.168.2.100,81,6,192.168.2.203,1524372649.890094,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.89049,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.890751,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.891267,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.891978,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.89251,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.892982,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.893647,64,23,A,51192
192.168.2.100,92,6,192.168.2.203,1524372649.894103,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.894512,64,23,A,51192
192.168.2.100,54,6,192.168.2.203,1524372649.894777,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.895144,64,23,A,51192
192.168.2.100,94,6,192.168.2.203,1524372649.895457,64,51192,PA,23
192.168.2.203,52,6,192.168.2.100,1524372649.895885,64,23,A,51192
