ip_dst,ip_len,ip_proto,ip_src,ip_time,ip_ttl,tcp_dport,tcp_flag,tcp_sport
192.168.2.100,54,6,192.168.2.202,1524372640.770488,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.770959,64,23,A,43028
192.168.2.100,109,6,192.168.2.202,1524372640.771501,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.772217,64,23,A,43028
192.168.2.100,54,6,192.168.2.202,1524372640.772632,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.773307,64,23,A,43028
192.168.2.100,110,6,192.168.2.202,1524372640.773871,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.77453,64,23,A,43028
192.168.2.100,54,6,192.168.2.202,1524372640.774957,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.775962,64,23,A,43028
192.168.2.100,95,6,192.168.2.202,1524372640.776641,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.777205,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.777648,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.778215,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.778691,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.779353,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.779803,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.780261,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.780657,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.781423,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.781957,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.782593,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.783089,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.783761,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.784305,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.784807,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.785417,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.786021,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.786476,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.786987,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.787465,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.788059,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.788525,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.789134,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.789627,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.790048,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.790429,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.790945,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.791988,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.792569,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.792974,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.793592,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.794055,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.794543,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.795055,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.795486,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.795911,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.79643,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.796895,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.797608,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.798009,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.798504,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.798994,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.799486,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.799972,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.800507,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.800953,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.801485,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.801924,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.802456,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.802918,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.803409,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.803939,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.804995,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.805448,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.805883,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.807144,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.807785,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.808144,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.809478,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.809908,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.810464,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.811014,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.811437,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.811977,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.8124,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.813004,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.813526,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.813978,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.814574,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.814955,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.815385,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.81637,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.817605,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.818486,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.818993,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.819748,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.820315,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.820677,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.821263,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.82165,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.822684,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.823803,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.824239,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.82473,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.825679,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.82602,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.826606,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.827005,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.827583,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.828135,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.828651,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.830115,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.830677,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.831201,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.831842,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.832248,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.832894,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.833423,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.833956,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.834473,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.834942,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.835381,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.835993,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.836501,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.836975,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.83728,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.838007,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.838399,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.838939,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.839325,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.839861,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.840249,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.840722,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.841084,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.842295,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.842649,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.84322,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.843607,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.84418,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.844655,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.845135,64,23,A,43028
192.168.2.100,208,6,192.168.2.202,1524372640.845535,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.846101,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.846579,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.847041,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.847725,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.848617,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.849701,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.850146,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.850766,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.851534,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.85197,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.856843,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.857233,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.857835,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.858561,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.859216,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.859826,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.860655,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.861156,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.861751,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.862169,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.862772,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.863132,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.864034,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.864491,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.864874,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.865335,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.865815,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.866226,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.866724,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.867219,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.867743,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.868121,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.869164,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.870076,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.870736,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.871248,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.871699,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.872218,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.872826,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.873271,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.873893,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.87434,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.875161,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.875697,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.876141,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.876584,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.877119,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.877414,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.877981,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.878367,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.879125,64,23,A,43028
192.168.2.100,158,6,192.168.2.202,1524372640.879583,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.881377,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.881919,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.882412,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.882874,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.883367,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.88378,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.884355,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.884752,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.885259,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.8857,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.886222,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.886789,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.887275,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.887694,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.888153,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.888523,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.889099,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.889571,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.890095,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.890437,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.890911,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.891791,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.892312,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.892726,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.893419,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.89384,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.894351,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.894731,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.895203,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.895577,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.896073,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.896418,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.897134,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.897495,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.898053,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.898446,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.898933,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.899444,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.899911,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.900345,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.900823,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.903458,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.904009,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.904429,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.90494,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.905338,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.905882,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.906283,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.906742,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.907191,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.907703,64,23,A,43028
192.168.2.100,158,6,192.168.2.202,1524372640.908268,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.908891,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.909271,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.91024,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.91071,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.911202,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.911555,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.912062,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.912507,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.913049,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.913426,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.913956,64,23,A,43028
192.168.2.100,59,6,192.168.2.202,1524372640.914422,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.914891,64,23,A,43028
192.168.2.100,99,6,192.168.2.202,1524372640.915268,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.916233,64,23,A,43028
192.168.2.100,54,6,192.168.2.202,1524372640.91676,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.917311,64,23,A,43028
192.168.2.100,110,6,192.168.2.202,1524372640.917864,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.918402,64,23,A,43028
192.168.2.100,54,6,192.168.2.202,1524372640.918829,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.919398,64,23,A,43028
192.168.2.100,111,6,192.168.2.202,1524372640.919823,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.92029,64,23,A,43028
192.168.2.100,54,6,192.168.2.202,1524372640.920735,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.921198,64,23,A,43028
192.168.2.100,95,6,192.168.2.202,1524372640.921555,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.922233,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.922575,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.923064,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.92348,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.923983,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.924563,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.925079,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.92561,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.926601,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.927108,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.927961,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.928393,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.930221,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.930591,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.931263,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.931734,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.932127,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.932541,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.933084,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.93356,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.934239,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.934579,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.935268,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.93575,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.936267,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.936801,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.937326,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.937772,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.938372,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.938857,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.939469,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.939886,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.940418,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.940857,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.941388,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.942005,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.942845,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.94333,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.943984,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.94433,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.944878,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.945284,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.945841,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.946265,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.946695,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.947152,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.948001,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.949377,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.950165,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.950561,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.952395,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.952715,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.953188,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.95355,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.954179,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.95897,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.959481,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.959738,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.960497,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.960891,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.962478,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.962883,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.963315,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.963786,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.964255,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.964622,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.96514,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.965552,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.966071,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.966431,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.96702,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.967494,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.967979,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.968363,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.968932,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.969375,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.969911,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.970205,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.972275,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.972653,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.973126,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.973589,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.974115,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.974668,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.975282,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.976396,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.977099,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.977588,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.978186,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.978683,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.979225,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.97963,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.980114,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.980629,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.981154,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.981562,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.982109,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.982551,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.983119,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.983568,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.984042,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.984508,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.985039,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.985469,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.985963,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.98643,64,43028,PA,23
192.168.2.202,52,6,192.168.2.100,1524372640.987104,64,23,A,43028
192.168.2.100,53,6,192.168.2.202,1524372640.987543,64,43028,PA,23
